C,0.650273,0.101362,2.000000,2.000000
C,0.406593,0.094273,1.000000,4.000000
C,0.330435,0.092623,1.000000,2.000000
C,0.330396,0.092825,7.000000,3.000000
C,0.606299,0.114079,2.000000,2.000000
C,0.430769,0.116397,2.000000,3.000000
C,0.575342,0.094604,1.000000,4.000000
C,0.532710,0.100497,2.000000,2.000000
C,0.448276,0.109327,1.000000,2.000000
C,0.498069,0.082853,2.000000,4.000000
C,0.258278,0.092432,2.000000,4.000000
C,0.446154,0.111997,2.000000,4.000000
C,0.575342,0.093388,1.000000,4.000000
C,0.662162,0.112976,2.000000,4.000000
C,0.495146,0.115262,2.000000,2.000000
C,0.576159,0.096085,3.000000,4.000000
C,0.449275,0.105826,3.000000,4.000000
C,0.512821,0.103803,2.000000,2.000000
C,0.552000,0.093328,2.000000,2.000000
C,0.357955,0.087124,2.000000,4.000000
C,0.294798,0.080187,5.000000,3.000000
C,0.450549,0.119024,1.000000,2.000000
C,0.462963,0.092168,1.000000,4.000000
C,0.460606,0.117170,1.000000,2.000000
C,0.463636,0.095080,1.000000,4.000000
C,0.449438,0.106995,1.000000,2.000000
C,0.492754,0.106696,2.000000,2.000000
C,0.362069,0.093266,2.000000,2.000000
C,0.538462,0.093664,3.000000,4.000000
C,0.410853,0.089512,1.000000,2.000000
C,0.442857,0.111615,2.000000,4.000000
C,0.416667,0.108918,2.000000,3.000000
C,0.617188,0.114958,2.000000,2.000000
C,0.394737,0.098827,1.000000,2.000000
C,0.439394,0.119326,2.000000,2.000000
C,0.186207,0.139823,1.000000,2.000000
C,0.465753,0.111103,2.000000,4.000000
C,0.396947,0.098279,2.000000,2.000000
C,0.387013,0.111631,3.000000,2.000000
C,0.455752,0.080200,7.000000,4.000000
C,0.465753,0.112805,2.000000,4.000000
C,0.529412,0.098749,2.000000,4.000000
C,0.448718,0.107487,1.000000,2.000000
C,0.607843,0.088731,2.000000,4.000000
C,0.421569,0.095769,2.000000,2.000000
C,0.390805,0.093163,1.000000,2.000000
C,0.363636,0.094997,2.000000,4.000000
C,0.362069,0.094094,2.000000,2.000000
C,0.502825,0.093841,2.000000,4.000000
C,0.601399,0.096805,2.000000,2.000000
C,0.450382,0.087144,3.000000,4.000000
C,0.611111,0.110940,1.000000,2.000000
C,0.396947,0.096023,2.000000,2.000000
C,0.386207,0.125956,2.000000,4.000000
C,0.544554,0.101029,2.000000,4.000000
C,0.406250,0.102899,2.000000,2.000000
C,0.375000,0.101171,2.000000,2.000000
C,0.439759,0.098590,2.000000,2.000000
C,0.543307,0.097703,1.000000,2.000000
C,0.456897,0.111412,2.000000,4.000000
C,0.597484,0.098774,3.000000,4.000000
C,0.457364,0.089191,2.000000,4.000000
C,0.551515,0.098523,2.000000,2.000000
C,0.488987,0.099722,2.000000,2.000000
C,0.395349,0.098784,2.000000,2.000000
C,0.449664,0.097370,3.000000,4.000000
C,0.455752,0.080200,7.000000,4.000000
C,0.611111,0.110777,1.000000,2.000000
C,0.448276,0.106815,2.000000,4.000000
C,0.530864,0.120590,1.000000,2.000000
