C,0.112840,0.150887,0.000000,2.000000
C,0.613281,0.089356,0.000000,2.000000
C,0.600000,0.091120,0.000000,2.000000
C,0.566406,0.107371,1.000000,2.000000
C,0.608696,0.091805,0.000000,4.000000
C,0.606299,0.092968,1.000000,2.000000
C,0.607843,0.113205,0.000000,2.000000
C,0.602362,0.086743,2.000000,4.000000
C,0.608696,0.093346,1.000000,4.000000
C,0.607843,0.094160,1.000000,4.000000
C,1.337423,0.107308,0.000000,4.000000
C,1.345679,0.107402,0.000000,4.000000
C,1.356250,0.104263,1.000000,2.000000
C,1.339506,0.114856,1.000000,2.000000
C,1.354037,0.096052,1.000000,2.000000
C,1.339506,0.106210,1.000000,2.000000
C,1.347826,0.095178,0.000000,2.000000
C,1.347826,0.143809,0.000000,2.000000
C,1.341615,0.116739,0.000000,4.000000
C,1.356250,0.106320,0.000000,4.000000
C,1.345679,0.102552,0.000000,6.000000
C,1.343558,0.091976,0.000000,4.000000
C,1.327160,0.113622,0.000000,2.000000
C,1.331288,0.104147,0.000000,2.000000
C,0.602787,0.103513,1.000000,2.000000
C,0.597222,0.092331,2.000000,4.000000
C,0.588850,0.093647,0.000000,4.000000
C,0.590909,0.098406,1.000000,4.000000
C,0.581315,0.104441,0.000000,2.000000
C,0.594406,0.113656,0.000000,2.000000
C,0.610714,0.089641,0.000000,4.000000
C,0.613718,0.107031,0.000000,4.000000
C,0.607143,0.114977,0.000000,2.000000
C,0.607143,0.094375,0.000000,4.000000
C,0.603571,0.129832,0.000000,2.000000
C,0.604982,0.095043,0.000000,4.000000
C,0.600707,0.093815,0.000000,4.000000
C,0.600707,0.106272,1.000000,2.000000
C,0.600707,0.085659,1.000000,4.000000
C,0.599291,0.093454,1.000000,4.000000
C,0.614286,0.085686,0.000000,4.000000
C,0.597173,0.128822,0.000000,2.000000
C,0.601424,0.100720,0.000000,4.000000
C,0.597865,0.099729,0.000000,4.000000
C,0.597865,0.094070,0.000000,6.000000
C,0.608541,0.088179,0.000000,4.000000
C,0.601424,0.106951,0.000000,2.000000
C,0.604982,0.098240,0.000000,2.000000
C,0.521236,0.111925,1.000000,2.000000
C,0.494297,0.097832,2.000000,4.000000
C,0.498099,0.099951,0.000000,4.000000
C,0.501901,0.102692,1.000000,4.000000
C,0.500000,0.111314,0.000000,2.000000
C,0.505703,0.120074,0.000000,2.000000
C,0.500000,0.093186,0.000000,4.000000
C,0.507634,0.106669,0.000000,4.000000
C,0.280899,0.146500,0.000000,2.000000
C,0.500000,0.116673,0.000000,2.000000
C,0.496183,0.096972,0.000000,4.000000
C,0.494253,0.136633,0.000000,2.000000
C,0.503817,0.098508,0.000000,4.000000
C,0.509652,0.100454,0.000000,4.000000
C,0.492481,0.097810,1.000000,4.000000
C,0.505837,0.111630,1.000000,2.000000
C,0.515504,0.092015,1.000000,4.000000
C,0.521401,0.096432,1.000000,4.000000
C,0.515385,0.093020,0.000000,4.000000
C,0.515504,0.132552,0.000000,2.000000
C,0.515385,0.102173,0.000000,4.000000
C,0.509652,0.108719,0.000000,4.000000
C,0.513514,0.103095,0.000000,4.000000
C,0.507692,0.093301,0.000000,4.000000
C,0.505791,0.115356,0.000000,2.000000
C,0.503846,0.103097,0.000000,2.000000
C,1.316770,0.108784,1.000000,2.000000
C,1.318750,0.103861,2.000000,2.000000
C,1.310559,0.102797,0.000000,2.000000
C,1.318750,0.110614,1.000000,2.000000
C,1.284848,0.105917,0.000000,2.000000
C,1.329193,0.118676,0.000000,2.000000
C,1.316770,0.095981,0.000000,2.000000
C,1.316770,0.122728,0.000000,4.000000
C,0.339506,0.155035,0.000000,2.000000
C,1.260870,0.129625,0.000000,2.000000
C,1.320988,0.099047,0.000000,4.000000
C,1.343949,0.141134,0.000000,2.000000
C,7.518518,0.132375,0.000000,2.000000
C,1.348214,0.117230,1.000000,2.000000
C,1.111111,0.179797,0.000000,2.000000
C,1.127660,0.173566,0.000000,2.000000
C,0.744186,0.156866,0.000000,2.000000
C,0.265233,0.128244,0.000000,2.000000
C,0.766917,0.152728,0.000000,2.000000
C,2.976191,0.154672,0.000000,2.000000
C,0.550296,0.112382,1.000000,2.000000
C,0.538462,0.163883,0.000000,2.000000
C,0.486842,0.170225,0.000000,2.000000
C,0.392241,0.089947,2.000000,2.000000
C,0.794872,0.176705,0.000000,2.000000
C,0.794872,0.176993,0.000000,2.000000
C,0.285714,0.148942,0.000000,2.000000
C,0.888889,0.148824,0.000000,2.000000
C,0.932203,0.136991,0.000000,2.000000
C,0.725610,0.076438,6.000000,4.000000
C,1.204082,0.118412,1.000000,2.000000
C,0.729730,0.187337,0.000000,2.000000
C,0.729730,0.187500,0.000000,2.000000
C,0.694915,0.117168,2.000000,2.000000
C,1.506329,0.112530,1.000000,4.000000
C,0.846715,0.069699,0.000000,6.000000
C,0.687500,0.177623,0.000000,2.000000
C,0.360825,0.118802,0.000000,2.000000
C,0.703030,0.113902,0.000000,2.000000
C,1.092593,0.123800,0.000000,2.000000
C,0.875000,0.123672,1.000000,2.000000
C,0.690058,0.082121,4.000000,2.000000
C,0.566038,0.175528,0.000000,2.000000
C,0.530612,0.191253,0.000000,2.000000
C,0.617021,0.186545,0.000000,2.000000
C,0.533333,0.200032,0.000000,2.000000
C,0.783784,0.189091,0.000000,2.000000
C,0.972973,0.172733,0.000000,2.000000
C,0.478495,0.109463,1.000000,4.000000
C,0.945946,0.174581,0.000000,2.000000
C,0.293103,0.148399,0.000000,2.000000
C,1.966667,0.139254,0.000000,4.000000
C,0.722222,0.089032,0.000000,4.000000
