C,0.112840,0.150887,0.000000,2.000000,0.000000,1.000070,0.000000
C,0.613281,0.089356,0.000000,2.000000,0.000000,2.400679,4.000000
C,0.600000,0.091120,0.000000,2.000000,0.000000,2.346553,6.000000
C,0.150000,0.157515,0.000000,2.000000,0.000000,1.014925,0.000000
C,0.566406,0.107371,1.000000,2.000000,0.267213,1.174122,6.000000
C,0.608696,0.091805,0.000000,4.000000,0.000000,2.084286,4.000000
